@RELATION svm_screams_nonscream
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {explosion,non_explosion}

@DATA
0.228393,0.028970,3.162290,0.337352,0.224988,1.929865,0.007895,0.394643,-27.326524,-1.176707,-0.779903,0.018907,0.054884,0.261841,0.220082,0.099905,-0.303239,-0.075608,0.324249,0.166854,-0.174008,0.009273,0.003729,0.032335,0.003578,0.006439,0.005649,0.019882,0.004266,0.006047,0.002648,0.007619,0.006477,0.015991,0.001573,0.000000,0.008524,0.001559,0.000726,0.010512,0.000228,0.000643,0.024841,-0.015182,0.009427,0.007700,-0.002684,-0.009254,-0.006587,-0.012183,0.002554,0.000717,0.005212,0.008242,0.007937,-0.000012,0.000015,-0.007421,0.000045,0.000179,0.000067,0.004914,0.000004,-0.000016,-0.000123,0.000543,-0.000063,-0.000992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.098234,0.076149,3.082685,0.197038,0.215602,0.788881,0.008298,0.102667,-28.142724,1.062001,-1.897606,0.146732,0.434777,-0.157728,-0.053712,-0.230309,0.094710,0.036854,0.202992,0.027391,-0.039428,0.005761,0.004760,0.015504,0.009093,0.016448,0.001897,0.018196,0.002626,0.003522,0.028674,0.057414,0.005800,0.024639,-0.000445,-0.000000,0.000720,0.001582,0.001034,0.002310,0.000102,-0.001222,-0.013931,-0.017773,0.021260,0.012458,-0.000814,-0.020877,-0.016749,0.006881,0.009055,-0.000974,0.000087,0.001733,-0.006449,0.000044,0.000003,0.000372,-0.000061,-0.000169,-0.000036,0.000359,-0.000157,0.000002,0.000014,-0.000095,-0.000001,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.229989,0.103167,3.185000,0.338280,0.211767,0.967632,0.009981,0.298641,-29.198641,-1.708039,0.227228,0.752753,-0.701628,0.643261,-0.349314,0.186325,0.145500,-0.296160,0.306497,-0.099848,0.028696,0.005753,0.003840,0.023965,0.006653,0.003782,0.001970,0.026133,0.000844,0.001149,0.002850,0.008911,0.001998,0.013153,0.005550,0.000000,0.010963,0.003665,-0.000707,0.050730,0.000046,0.010163,0.105061,-0.056460,-0.012094,-0.006858,-0.001668,0.004680,-0.006396,-0.018396,0.005494,-0.008998,0.005500,-0.002592,0.003290,-0.000046,0.000065,-0.002458,0.000012,-0.000406,0.000012,-0.001700,0.000011,0.000042,-0.000077,-0.001709,0.000125,-0.000814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.214943,0.108046,3.146259,0.332215,0.206817,0.738682,0.013403,0.291268,-27.709819,-1.765147,-0.087088,0.813073,-0.766510,0.629445,-0.430808,-0.017458,0.385583,-0.401092,0.248387,0.018858,-0.075797,0.011694,0.008013,0.021336,0.005525,0.002271,0.001697,0.020290,0.000388,0.001031,0.001549,0.005228,0.010091,0.015918,-0.001397,-0.000003,0.033978,-0.003800,0.001901,-0.013237,0.000033,-0.007717,-0.096904,0.049936,-0.002640,0.003090,0.004713,0.005012,-0.006881,0.001281,0.000670,0.010807,0.008470,0.001894,-0.005945,-0.000097,-0.000000,0.001612,0.000026,0.000076,-0.000002,0.003273,-0.000000,0.000001,0.000160,0.000656,0.000006,0.000929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.284441,0.075586,3.182949,0.370913,0.212989,1.894942,0.004029,0.461280,-28.215093,-2.375989,-0.384912,0.639015,-0.386294,0.107773,-0.144772,0.075549,0.154163,-0.317272,0.097823,0.005084,0.047057,0.004270,0.007412,0.008898,0.005482,0.003038,0.002196,0.002339,0.002218,0.002789,0.002701,0.003673,0.004315,0.004719,0.001435,0.000000,0.001085,0.000672,-0.000372,0.000684,0.000054,-0.000305,0.105271,-0.016953,-0.014569,-0.014744,0.000059,0.011301,0.011964,0.004629,0.001854,-0.006427,0.008493,0.006812,0.000375,-0.000074,0.000053,0.000055,0.000233,-0.000401,-0.000081,-0.000047,0.000096,-0.000033,-0.000088,-0.000129,-0.000005,0.000015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.189920,0.031584,3.211873,0.283869,0.189283,1.120661,0.012173,0.297788,-27.952452,-1.790571,-1.311332,0.496965,-0.009999,-0.609893,0.116441,-0.164306,-0.361279,0.102498,-0.126621,0.284146,0.231081,0.003214,0.003146,0.006125,0.017561,0.001540,0.003685,0.008284,0.010240,0.002696,0.001564,0.006351,0.002669,0.011191,0.001223,0.000000,-0.007952,0.001798,0.001540,0.013145,0.000106,0.001769,0.473390,-0.000577,-0.013420,-0.000738,0.000631,0.004964,-0.004646,-0.004292,0.000252,-0.007626,-0.004151,0.002213,0.001631,0.000109,0.000074,0.000120,0.000015,0.000100,0.000062,0.000035,0.000027,0.000022,0.000052,-0.001083,0.000105,-0.000304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.090869,0.013227,3.100027,0.175711,0.189097,0.765664,0.014076,0.117572,-31.755224,1.440419,-1.136747,-0.130393,0.453963,-0.149008,0.190102,0.127970,-0.264564,0.098667,-0.062609,0.060079,-0.095428,0.009704,0.004875,0.028007,0.010658,0.013308,0.011410,0.060737,0.008003,0.008622,0.007864,0.032396,0.007153,0.028253,0.000072,-0.000000,0.000051,0.000119,0.000074,0.000121,0.000060,-0.000000,0.001558,-0.001279,-0.001789,-0.002469,-0.000525,0.002242,0.000564,-0.000132,0.000976,0.001762,0.000251,0.000353,-0.001445,-0.000005,-0.000002,-0.000047,-0.000007,-0.000010,-0.000003,-0.000885,0.000008,-0.000001,-0.000006,0.000356,0.000000,-0.000146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.118367,0.016458,3.123938,0.181603,0.145224,1.014790,0.055132,0.183014,-40.686563,-0.449032,-1.421987,0.160444,-0.140730,0.023500,-0.100083,-0.155370,-0.061254,0.168356,-0.187014,0.154111,-0.170124,0.010465,0.004429,0.012654,0.003458,0.004218,0.005721,0.022975,0.009622,0.005997,0.007102,0.046716,0.003494,0.022237,-0.001714,-0.000000,0.000931,-0.001636,-0.000703,-0.013122,0.000163,-0.002192,-0.069141,0.004992,-0.002054,0.012529,-0.003765,-0.003885,0.005899,0.005455,-0.000347,-0.006663,-0.004677,0.001212,-0.006129,-0.000000,-0.000003,0.000684,-0.000023,-0.000429,-0.000086,0.003640,-0.000247,-0.000201,-0.000123,0.000125,-0.000161,0.000980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.160581,0.008657,2.973621,0.229947,0.174198,1.166154,0.032168,0.249443,-41.677037,0.259486,-0.596979,-0.068575,-0.244397,0.048104,-0.224452,-0.035638,-0.012111,0.011639,-0.263316,-0.033780,-0.332458,0.030452,0.008611,0.013159,0.007225,0.005613,0.003439,0.010329,0.011393,0.003232,0.006308,0.036425,0.007994,0.020861,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.128167,0.036664,3.169517,0.194534,0.163343,0.724612,0.013165,0.159741,-27.676100,-0.308573,-2.040959,0.634733,-0.108669,-0.390203,0.034991,0.107550,0.089049,0.445720,-0.172277,0.047698,-0.242822,0.010541,0.007329,0.009781,0.005890,0.002863,0.003733,0.041320,0.006749,0.006456,0.008902,0.019500,0.009061,0.018870,-0.000897,-0.000023,0.001663,-0.000457,0.000501,-0.005938,0.000151,-0.001274,-0.150392,0.011623,0.018136,0.012313,0.005521,0.004989,-0.013878,-0.003643,0.007790,0.004594,-0.002224,-0.000369,-0.002979,0.000001,-0.000003,0.000073,-0.000238,-0.000058,-0.000340,0.000342,-0.000012,-0.000004,-0.000000,0.001389,-0.000003,0.000281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.098700,0.019309,3.065352,0.179688,0.177913,0.780406,0.008729,0.124423,-32.469962,0.633968,-1.849188,0.354444,0.291719,0.025662,0.036628,-0.211920,0.036212,-0.113534,-0.145695,0.338328,-0.028712,0.008739,0.005155,0.025512,0.005730,0.003548,0.003852,0.065324,0.007297,0.007431,0.008256,0.038953,0.005974,0.026758,-0.001791,-0.000036,0.004856,0.001622,0.002502,-0.013178,0.000061,-0.002692,-0.340526,0.011470,0.029121,0.011358,0.014629,0.013297,-0.008334,0.003837,0.014936,0.002217,0.014093,-0.002080,-0.000988,-0.000052,-0.000023,-0.000007,-0.000309,-0.000261,-0.000094,0.001870,-0.000156,-0.000195,0.000000,0.001684,-0.000075,0.000573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.113674,0.030874,3.140381,0.171365,0.174064,0.998413,0.016771,0.182976,-27.714794,1.563544,-1.215373,-0.947886,0.456354,-0.472722,-0.009921,0.174517,-0.621928,0.255115,0.062699,0.085074,-0.520580,0.008902,0.009820,0.016557,0.009837,0.005652,0.009647,0.034456,0.016756,0.016190,0.010070,0.028063,0.005280,0.019859,-0.001192,-0.000104,-0.012683,0.000536,0.000769,-0.004696,0.003246,-0.001270,-0.254704,-0.001436,0.024547,0.013248,0.002750,0.014995,-0.000116,0.004038,0.018189,0.007220,-0.000145,-0.003294,-0.002443,-0.000033,-0.000013,0.002570,-0.000470,0.000231,-0.000387,0.001488,-0.000009,-0.000777,0.000026,0.000386,0.000018,0.000579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.117203,0.024467,3.074410,0.189687,0.170916,0.784066,0.011593,0.145161,-30.358303,0.019651,-1.984070,0.281612,0.204510,-0.367467,0.024363,-0.008890,0.171040,0.025673,-0.063002,0.333194,-0.053545,0.009044,0.009152,0.031322,0.007194,0.002547,0.004419,0.041918,0.004335,0.003448,0.009618,0.022469,0.007070,0.021715,-0.000949,-0.000024,0.005991,0.001393,0.001912,-0.009656,0.000504,-0.001976,-0.326506,0.015983,0.026160,0.005857,0.019317,0.023174,0.006518,0.002870,0.012022,0.004365,0.008247,0.000937,0.010700,-0.000058,-0.000022,0.001637,-0.000581,-0.000053,-0.000028,0.003918,-0.000003,0.000021,-0.000019,0.000171,-0.000114,0.000956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.137132,0.032711,3.137775,0.201602,0.160173,0.761901,0.013524,0.174542,-26.701183,-0.756922,-2.036390,0.692497,-0.165017,-0.285824,-0.063705,0.245706,0.172294,0.348666,-0.368792,-0.014838,-0.062319,0.005759,0.011827,0.012685,0.003921,0.005044,0.005350,0.027483,0.004983,0.007223,0.005560,0.019122,0.012373,0.017267,-0.001252,-0.000001,-0.007636,-0.001014,0.000006,-0.008501,0.000053,-0.001863,-0.078496,0.019268,0.006343,0.003119,0.007504,-0.002062,-0.005399,0.000396,0.005810,-0.006038,-0.001739,0.000431,0.000834,0.000009,-0.000001,0.000961,0.000006,0.000027,-0.000001,0.001526,-0.000293,-0.000026,0.000010,0.000161,0.000002,0.000410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.155177,0.037825,3.178209,0.217977,0.159085,0.939150,0.007025,0.205000,-26.108895,-1.191289,-2.021382,0.640005,-0.226643,-0.343689,0.089197,0.298666,0.185225,0.188608,-0.302725,0.011063,-0.196630,0.010670,0.015270,0.009644,0.006095,0.003577,0.007626,0.020837,0.009671,0.007473,0.004606,0.008869,0.002769,0.013828,-0.001530,-0.000012,0.001662,-0.000933,0.000210,-0.013583,0.000028,-0.002344,-0.113694,0.023540,0.016910,0.011819,0.001835,0.004340,-0.006716,0.001804,0.000167,0.000475,0.005908,-0.001247,0.001880,-0.000166,-0.000023,0.000005,-0.000023,-0.000034,-0.000004,0.001979,-0.000224,-0.000037,-0.000023,0.000422,-0.000010,0.000521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
