@RELATION svm_screams_nonscream
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {screams,non_scream}

@DATA
0.062731,0.017606,3.195426,0.121130,0.150290,0.403578,0.011257,0.092931,-29.477620,3.215433,-1.756243,-0.018582,-0.257219,-0.454176,-0.171736,-0.585345,-0.739372,-0.302805,-0.102857,0.065788,0.227205,0.001225,0.000791,0.025200,0.072585,0.018732,0.011927,0.029325,0.004555,0.026385,0.006130,0.010366,0.000517,0.032830,0.001172,-0.000000,0.003045,0.001445,0.000978,0.007148,-0.000226,0.001986,-0.001220,-0.033756,-0.038528,-0.017621,0.010218,0.004845,-0.008304,-0.011160,-0.005215,-0.014659,0.007814,-0.002729,-0.017867,-0.000029,-0.000011,0.000036,-0.003247,-0.000713,-0.000009,0.001322,0.000011,-0.000986,-0.000028,0.001235,0.000001,-0.000483,0.010755,0.009814,0.065036,0.022966,0.036674,0.137756,0.007450,0.019585,1.210806,0.631188,0.560116,0.344274,0.331598,0.282310,0.211193,0.232390,0.217121,0.191786,0.186941,0.200552,0.164470,0.000707,0.000703,0.016860,0.035784,0.015163,0.008317,0.019346,0.003934,0.018577,0.005803,0.006644,0.000347,0.010633,0.011016,0.008164,0.088083,0.033350,0.053161,0.146741,0.010052,0.021273,0.956734,0.946257,0.668635,0.446748,0.417821,0.356013,0.294825,0.271807,0.282874,0.257184,0.227901,0.223052,0.193297,0.000986,0.000901,0.021023,0.035866,0.020803,0.008930,0.021937,0.004437,0.020994,0.006601,0.004099,0.000448,0.010757,non_scream
0.096097,0.027546,3.225488,0.168853,0.180316,0.724926,0.006798,0.133111,-26.698658,2.132112,-1.624671,-0.524721,-0.234997,-0.032372,-0.315418,-0.651610,-0.426003,-0.488127,0.363270,0.468014,0.065145,0.005565,0.001591,0.004336,0.004478,0.037794,0.051245,0.028551,0.002908,0.013078,0.017195,0.002062,0.000978,0.028658,-0.000076,-0.000000,-0.000258,0.000155,0.000241,0.000363,0.000024,-0.000004,-0.007212,-0.000089,0.002089,0.000178,-0.002201,-0.000167,-0.001088,-0.000738,0.002432,0.000145,-0.003681,-0.000008,0.000020,0.000004,0.000003,0.000007,0.000019,0.000237,0.000322,-0.000213,-0.000001,0.000044,0.000006,0.000003,0.000002,0.000036,0.017203,0.012999,0.065355,0.024534,0.026221,0.239397,0.004926,0.041594,1.337520,0.580901,0.390511,0.338096,0.310767,0.270512,0.261045,0.235718,0.266834,0.233741,0.234563,0.180561,0.192746,0.004234,0.001555,0.003062,0.003014,0.016041,0.032674,0.014398,0.001972,0.009222,0.008477,0.001166,0.000540,0.009537,0.017366,0.011286,0.085273,0.028400,0.032007,0.232545,0.006759,0.050214,0.774461,0.716731,0.432207,0.437576,0.397339,0.330421,0.294001,0.304542,0.305449,0.287975,0.281972,0.234767,0.246752,0.004985,0.001717,0.003291,0.003523,0.018223,0.037293,0.013153,0.002365,0.008218,0.006312,0.001242,0.000665,0.008712,non_scream
0.025639,0.011768,3.066805,0.091174,0.161754,0.098332,0.012913,0.035836,-28.918096,3.929107,0.582241,0.788906,0.185321,-0.095599,-0.164462,0.069575,-0.133309,0.000961,0.202721,0.220270,0.194811,0.004917,0.000475,0.083180,0.007657,0.048596,0.038562,0.101873,0.000097,0.002938,0.015409,0.015175,0.001764,0.046703,-0.000015,-0.000000,0.000421,-0.000083,-0.000072,-0.000082,0.000024,0.000017,-0.003278,0.000754,0.000445,0.000473,0.000269,-0.001057,-0.002105,-0.001370,-0.000471,-0.000262,0.000331,0.000185,-0.000961,0.000026,-0.000003,0.000235,-0.000120,0.000052,-0.000021,0.000514,0.000000,0.000004,-0.000116,-0.000125,0.000003,0.000073,0.005515,0.005896,0.120004,0.029781,0.042848,0.049986,0.006752,0.006963,1.038324,0.601197,0.221078,0.230296,0.189707,0.173975,0.166777,0.190426,0.156384,0.148416,0.154759,0.143611,0.135807,0.004085,0.000431,0.039167,0.006536,0.031234,0.024804,0.044654,0.000087,0.002843,0.012742,0.008366,0.001391,0.009706,0.006412,0.005906,0.160631,0.039811,0.057826,0.062182,0.008782,0.008371,1.277702,0.805276,0.292811,0.290496,0.229525,0.220821,0.211642,0.232810,0.198426,0.195890,0.189943,0.187996,0.174001,0.005307,0.000573,0.037703,0.008862,0.039707,0.026600,0.043366,0.000116,0.003879,0.014957,0.010777,0.001636,0.009939,non_scream
0.024349,0.031735,3.074612,0.088274,0.159822,0.071133,0.010010,0.035372,-26.984071,3.968447,0.613076,0.647206,0.110450,0.022736,-0.116894,0.001374,-0.064354,0.023541,0.008261,-0.065482,-0.082645,0.007847,0.004316,0.056128,0.004024,0.013538,0.021332,0.101516,0.000154,0.001356,0.012976,0.095711,0.000565,0.044550,-0.000017,-0.000001,0.000393,-0.000099,-0.000145,-0.000029,-0.000001,-0.000023,-0.014679,-0.001675,-0.000642,-0.000365,-0.000455,-0.000308,-0.000219,-0.000101,-0.000147,-0.000297,-0.000387,0.000348,0.000367,-0.000003,-0.000000,-0.000028,-0.000001,-0.000002,-0.000002,-0.000112,-0.000000,-0.000000,-0.000003,-0.000013,-0.000000,-0.000009,0.004926,0.009699,0.103648,0.028214,0.041022,0.037940,0.004970,0.005486,0.985174,0.611342,0.210744,0.199056,0.154194,0.149002,0.158019,0.161262,0.154018,0.138104,0.132001,0.151137,0.140865,0.004354,0.005174,0.029718,0.003406,0.009142,0.017267,0.044369,0.000125,0.000980,0.009243,0.034753,0.000492,0.008656,0.005902,0.009006,0.140263,0.035230,0.052523,0.044323,0.006077,0.005952,1.126734,0.756653,0.254512,0.235092,0.191107,0.189938,0.201278,0.194337,0.185496,0.170503,0.163605,0.190131,0.174791,0.005210,0.005481,0.027959,0.004173,0.011462,0.018386,0.055309,0.000154,0.001239,0.010949,0.045071,0.000565,0.010479,non_scream
0.045404,0.031689,3.168362,0.108269,0.160879,0.272323,0.009707,0.068979,-26.641658,3.525963,0.066352,0.754305,-0.083000,-0.193866,0.044618,-0.276132,-0.234148,0.268600,-0.479234,-0.688403,-0.374158,0.083557,0.002037,0.078778,0.008775,0.003660,0.003103,0.032646,0.007503,0.001909,0.029442,0.016206,0.002155,0.038295,0.000028,0.000000,-0.000067,0.000038,0.000046,-0.000007,0.000000,0.000050,0.004463,0.000164,0.000702,-0.000802,-0.000754,0.000446,0.000123,0.001266,0.000895,-0.000895,0.000066,0.000059,-0.000468,0.000046,0.000008,0.000032,0.000005,0.000002,0.000001,-0.000008,-0.000001,-0.000000,0.000039,-0.000074,0.000003,-0.000018,0.013487,0.010168,0.079468,0.024559,0.035137,0.124821,0.006306,0.025373,0.731843,0.481521,0.321736,0.270821,0.250044,0.207932,0.210008,0.218514,0.191260,0.224580,0.161845,0.169952,0.151628,0.027401,0.001891,0.036164,0.007322,0.002509,0.002564,0.020157,0.008633,0.001665,0.020069,0.006376,0.001658,0.007331,0.013996,0.010068,0.099765,0.032846,0.048152,0.132961,0.008612,0.029509,0.954932,0.635284,0.394643,0.347537,0.308397,0.285215,0.275749,0.276562,0.235437,0.288228,0.222090,0.228720,0.209060,0.033851,0.002460,0.039377,0.009208,0.003248,0.003504,0.016246,0.008667,0.001778,0.017140,0.007410,0.002524,0.009052,non_scream
0.020067,0.034392,3.060913,0.086039,0.161219,0.058583,0.016424,0.030066,-27.110135,3.858039,0.579933,0.561765,0.204182,0.235984,-0.033279,-0.030988,0.023167,0.050023,-0.185023,-0.098855,-0.073641,0.007893,0.003046,0.043546,0.004278,0.009828,0.006180,0.161181,0.000112,0.001005,0.006733,0.088710,0.000388,0.054333,-0.000011,-0.000000,0.000107,-0.000003,0.000013,-0.000002,0.000004,-0.000014,-0.002530,-0.001175,-0.000444,-0.000099,0.000400,0.000434,0.000083,-0.000077,-0.000135,-0.000288,-0.000257,-0.000266,-0.000321,0.000000,-0.000000,-0.000025,-0.000001,-0.000005,-0.000011,-0.000008,-0.000000,-0.000001,-0.000001,0.000025,-0.000000,0.000007,0.004722,0.010051,0.114558,0.029365,0.042186,0.037616,0.009389,0.005208,0.987125,0.586576,0.202915,0.153268,0.148438,0.151110,0.146979,0.134501,0.133270,0.145787,0.143668,0.128880,0.135473,0.005281,0.002551,0.017155,0.003713,0.006475,0.004626,0.063801,0.000103,0.000701,0.004385,0.033285,0.000354,0.011906,0.006350,0.014239,0.167381,0.038702,0.056059,0.047741,0.009109,0.006459,1.212734,0.755481,0.250413,0.195828,0.188641,0.192184,0.187775,0.166628,0.170030,0.186440,0.188886,0.165670,0.164861,0.006666,0.002864,0.026057,0.005517,0.008625,0.005500,0.106880,0.000134,0.000895,0.005981,0.054905,0.000461,0.019519,non_scream
0.048068,0.018254,3.043080,0.113244,0.160120,0.122545,0.013600,0.059813,-27.724333,3.802011,-0.845913,-0.789523,-1.001467,-0.672249,-0.452618,-0.170707,0.012641,0.185840,0.146047,0.223673,0.192514,0.004848,0.002625,0.013630,0.003452,0.007429,0.026286,0.030690,0.000851,0.023696,0.036464,0.032179,0.011482,0.022062,-0.000160,-0.000014,0.003080,0.000302,0.000570,-0.003073,0.000090,-0.000219,-0.031395,-0.009378,0.005860,-0.001213,-0.002518,0.003047,-0.003086,-0.002699,0.000647,0.004127,0.003678,-0.002189,-0.003516,-0.000032,0.000018,-0.000312,-0.000129,-0.000038,-0.000074,-0.000267,0.000013,-0.000466,-0.000040,0.000796,-0.000065,0.000081,0.003972,0.009325,0.122827,0.026841,0.039463,0.070790,0.006431,0.006729,0.880285,0.571332,0.355152,0.242816,0.184142,0.159460,0.147219,0.144564,0.138102,0.157054,0.161381,0.143924,0.127932,0.003988,0.002180,0.010123,0.002516,0.006490,0.020279,0.021171,0.001061,0.017750,0.026536,0.020409,0.009074,0.006679,0.005141,0.009524,0.182267,0.035458,0.053623,0.085474,0.008024,0.008910,1.018303,0.752188,0.482984,0.322183,0.240779,0.204495,0.195940,0.183845,0.183638,0.205582,0.207132,0.193095,0.175479,0.005362,0.002797,0.012971,0.003070,0.009426,0.019879,0.030221,0.001343,0.021114,0.033733,0.026334,0.013457,0.008408,non_scream
0.046036,0.031901,3.170211,0.098939,0.144431,0.074192,0.012084,0.053789,-32.296737,3.696248,-0.584417,-0.868073,-0.912401,-0.574984,-0.174880,0.208914,0.050635,-0.128476,-0.017084,0.077602,-0.028182,0.075196,0.027309,0.005733,0.008454,0.012515,0.009879,0.053353,0.000618,0.003744,0.012312,0.020500,0.009252,0.031515,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.004452,0.016771,0.082256,0.029672,0.043239,0.040951,0.016368,0.005025,2.577913,0.802196,0.247930,0.200838,0.200520,0.173940,0.141155,0.142689,0.139847,0.150010,0.128831,0.160197,0.119999,0.037460,0.017378,0.003655,0.006144,0.009519,0.008088,0.031722,0.000566,0.003437,0.010353,0.008012,0.007264,0.005839,0.004313,0.016150,0.110006,0.037239,0.054755,0.053900,0.023036,0.005287,1.733660,0.972798,0.311972,0.245904,0.231015,0.213717,0.181374,0.179859,0.175855,0.186138,0.169814,0.188029,0.154449,0.043032,0.018448,0.004913,0.008653,0.011269,0.009817,0.030298,0.000791,0.004220,0.014020,0.006864,0.010051,0.007390,non_scream
0.037207,0.010530,3.061472,0.099842,0.155014,0.269725,0.020949,0.059644,-28.220409,3.385175,-0.660344,0.684329,-0.042101,0.070521,0.390305,0.305039,0.046187,-0.008509,0.067825,-0.106643,0.087725,0.005005,0.000873,0.052873,0.014728,0.024580,0.004169,0.110812,0.000483,0.001136,0.004163,0.054661,0.001755,0.044584,0.000003,0.000000,-0.000026,0.000003,-0.000012,0.000000,0.000012,-0.000003,0.002829,0.000624,-0.000032,0.000133,-0.000197,-0.000134,-0.000088,-0.000078,-0.000146,0.000021,-0.000085,-0.000292,-0.000037,-0.000000,0.000000,0.000008,0.000003,0.000005,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000008,0.000000,-0.000002,0.010676,0.004772,0.130449,0.025146,0.039022,0.093954,0.016666,0.019543,0.774686,0.492744,0.393659,0.265262,0.206317,0.169493,0.161269,0.164303,0.163861,0.148461,0.151543,0.145541,0.140577,0.004064,0.000696,0.026555,0.010440,0.013703,0.002857,0.067367,0.000445,0.001042,0.002769,0.030418,0.001503,0.014122,0.014335,0.005871,0.183597,0.032098,0.050603,0.118402,0.021365,0.025225,0.855534,0.625171,0.508443,0.328794,0.267786,0.213615,0.207238,0.209558,0.210363,0.196590,0.193528,0.192184,0.188841,0.005165,0.000940,0.038494,0.013273,0.016721,0.003438,0.097432,0.000601,0.001370,0.003941,0.042431,0.001948,0.020659,non_scream
0.117338,0.020374,3.204727,0.161164,0.155950,0.896411,0.005916,0.183157,-26.989927,2.945073,-0.877576,0.324752,-0.115241,0.001192,-0.102741,0.021965,-0.003879,-0.065549,-0.106632,-0.135697,-0.069935,0.017305,0.018025,0.050225,0.009481,0.029201,0.005536,0.016833,0.004069,0.009936,0.011937,0.017513,0.006184,0.017257,0.000990,-0.000000,0.000279,0.000536,-0.000128,0.003124,0.000006,0.001193,-0.003486,-0.006564,-0.001519,0.001146,0.000760,0.000724,0.001009,-0.000962,-0.000098,-0.000214,0.000174,-0.000887,0.000145,-0.000029,-0.000073,-0.000061,-0.000027,-0.000154,0.000002,-0.000014,0.000003,-0.000005,-0.000035,-0.000021,-0.000045,-0.000041,0.012395,0.004559,0.057225,0.022400,0.029882,0.103942,0.001696,0.015590,0.958801,0.463432,0.280602,0.191170,0.175895,0.168431,0.144336,0.154713,0.136292,0.134325,0.135741,0.145797,0.136512,0.011258,0.013727,0.025339,0.005305,0.018227,0.003695,0.008432,0.003090,0.006915,0.007524,0.009273,0.004097,0.005480,0.011556,0.004366,0.081987,0.023276,0.037648,0.102442,0.002158,0.015043,0.609980,0.580935,0.362630,0.252062,0.207696,0.212158,0.182852,0.201985,0.181452,0.161746,0.164054,0.190008,0.188287,0.013936,0.015504,0.027088,0.007288,0.018204,0.005256,0.010339,0.004527,0.008608,0.008800,0.012830,0.005361,0.005995,non_scream
0.035822,0.024183,3.107966,0.106134,0.153806,0.290782,0.009244,0.057020,-26.736086,3.081608,-0.259918,0.483100,-0.011250,0.182563,0.023355,0.073437,0.020688,0.058646,0.031308,0.050001,-0.028316,0.005004,0.003791,0.028780,0.002448,0.013444,0.006451,0.292170,0.001416,0.001543,0.009429,0.028721,0.001085,0.080087,0.000049,-0.000000,0.000215,0.000077,0.000044,0.000458,0.000000,0.000064,0.002783,-0.000567,-0.000542,-0.000197,0.000110,0.000167,0.000057,0.000216,0.000129,0.000033,-0.000287,0.000129,0.000090,-0.000004,0.000003,-0.000084,0.000013,0.000038,0.000008,-0.000187,-0.000001,0.000000,0.000001,0.000017,0.000003,-0.000056,0.010182,0.009025,0.091773,0.019607,0.030676,0.088652,0.005315,0.015897,0.594195,0.375850,0.219713,0.192775,0.167807,0.145323,0.150641,0.143192,0.137656,0.137741,0.135387,0.130487,0.131621,0.003689,0.002646,0.018945,0.002050,0.008672,0.005155,0.070912,0.001095,0.001161,0.006014,0.016252,0.000781,0.018611,0.010031,0.008195,0.131146,0.026116,0.042928,0.073023,0.007379,0.013676,0.661668,0.498673,0.295473,0.242607,0.218219,0.182300,0.188877,0.175652,0.175009,0.172455,0.173575,0.166696,0.166266,0.004927,0.002738,0.026775,0.002820,0.009854,0.006429,0.064803,0.001311,0.001449,0.007150,0.020181,0.000982,0.016648,non_scream
0.081851,0.023323,2.875059,0.178991,0.211819,0.500556,0.021833,0.127279,-29.354212,2.758827,0.513033,0.404897,-0.127625,0.215382,0.109683,0.228264,0.061188,0.000355,-0.089539,0.087162,0.081798,0.010580,0.004154,0.060627,0.010743,0.022581,0.006249,0.105630,0.000827,0.004745,0.009358,0.058763,0.002531,0.045757,-0.000098,-0.000009,0.007145,0.000992,0.001205,-0.000695,-0.000044,-0.000301,-0.230341,-0.011343,-0.000092,0.001096,0.006243,0.004449,0.000332,-0.002975,0.003175,-0.003796,-0.004385,-0.009825,-0.003598,-0.000021,-0.000003,-0.000208,-0.000094,-0.002686,-0.000051,0.006637,-0.000001,-0.000036,-0.000192,0.000756,-0.000005,0.001357,0.098823,0.022360,0.446737,0.108891,0.053307,0.596439,0.015227,0.179656,4.886693,1.013493,0.716365,0.421130,0.481703,0.349504,0.340134,0.310159,0.295235,0.234505,0.220101,0.214243,0.183999,0.013367,0.007475,0.049236,0.015797,0.027227,0.008266,0.086068,0.001522,0.007119,0.011354,0.054149,0.003778,0.019241,0.100591,0.019005,0.548175,0.105099,0.056764,0.626207,0.018681,0.199174,3.226702,0.979777,0.750787,0.484432,0.550328,0.426221,0.376336,0.340548,0.350079,0.295882,0.264033,0.269928,0.234733,0.017369,0.010323,0.065312,0.019773,0.027698,0.011180,0.098669,0.002004,0.009718,0.013967,0.054620,0.005034,0.023257,non_scream
0.076158,0.032142,2.818018,0.173761,0.196581,0.579750,0.018355,0.130084,-28.429741,2.511069,0.457356,0.272981,0.018496,0.382590,0.220147,0.202548,-0.049734,0.140027,-0.083758,0.083077,0.039844,0.009555,0.002320,0.053195,0.004953,0.013246,0.004899,0.104659,0.001262,0.004198,0.016629,0.069024,0.001864,0.045220,0.000793,-0.000112,0.013114,0.001177,0.000494,0.010570,0.000047,0.001633,-0.114340,-0.028257,0.007165,0.007374,0.004627,0.001726,-0.008684,-0.002573,0.005491,0.003907,-0.002060,-0.002537,0.001068,-0.000098,-0.000005,0.000565,-0.000157,-0.000216,-0.000119,0.000248,-0.000007,-0.000020,-0.000054,-0.000006,-0.000002,0.000148,0.067160,0.029150,0.432835,0.083059,0.047701,0.537783,0.014927,0.122626,4.577593,1.418972,0.762180,0.598670,0.493541,0.384990,0.336879,0.307185,0.339023,0.269667,0.214079,0.209614,0.183588,0.012940,0.004661,0.058093,0.005033,0.013724,0.006304,0.092179,0.001887,0.006573,0.020019,0.051217,0.002623,0.020660,0.051045,0.028154,0.565973,0.067020,0.051142,0.474680,0.018602,0.111691,2.974351,1.040780,0.824922,0.590968,0.549015,0.394873,0.381359,0.352972,0.329301,0.340759,0.288841,0.261263,0.213287,0.016066,0.006302,0.071806,0.005328,0.018484,0.008691,0.098603,0.002374,0.007787,0.022317,0.060411,0.003393,0.022687,non_scream
0.125316,0.037724,2.803872,0.238462,0.230910,0.660361,0.025434,0.202034,-29.158566,2.005586,0.403065,0.183040,0.045528,0.526480,0.126842,0.198395,0.008443,-0.047054,0.044557,0.125365,0.041567,0.006162,0.002233,0.045800,0.005537,0.016224,0.006968,0.083989,0.000906,0.001826,0.005192,0.070476,0.001588,0.039196,-0.000229,-0.000001,0.001652,-0.000348,-0.000413,0.000548,0.000138,-0.000512,-0.008575,-0.019316,-0.011727,0.018555,0.008274,-0.000278,0.000502,-0.003987,0.010286,-0.000650,-0.008427,0.006134,0.000222,0.000007,0.000006,-0.000045,-0.000005,-0.000002,-0.000003,-0.000058,-0.000000,-0.000002,0.000001,0.000083,0.000001,0.000024,0.193498,0.054468,0.462280,0.174712,0.049376,0.697127,0.025389,0.293923,6.690116,0.917932,0.572606,0.604377,0.483682,0.493348,0.293611,0.274048,0.300604,0.244574,0.188945,0.213292,0.183912,0.008487,0.003595,0.055509,0.008237,0.026128,0.011290,0.076827,0.001330,0.002779,0.009015,0.061605,0.003335,0.020641,0.178780,0.051322,0.586634,0.166833,0.054731,0.691016,0.033242,0.292631,3.410627,0.971803,0.631007,0.635653,0.495019,0.381084,0.343005,0.285738,0.312390,0.292851,0.237630,0.288724,0.242424,0.010177,0.004365,0.072059,0.010081,0.028825,0.014070,0.086834,0.001502,0.003284,0.011750,0.064678,0.004555,0.022487,non_scream
0.061189,0.022867,2.940742,0.163814,0.210165,0.427720,0.017520,0.079775,-31.092491,2.617534,0.366310,0.487626,-0.095696,0.260080,0.083986,0.025064,-0.120357,0.154298,-0.087546,0.010903,0.037837,0.009613,0.002015,0.070476,0.006950,0.011304,0.008495,0.161943,0.001735,0.004396,0.009222,0.053092,0.001787,0.056531,-0.022503,-0.000000,0.017917,-0.012459,-0.000035,-0.161928,0.000261,-0.074775,0.066174,0.097037,-0.019181,0.029906,-0.038327,-0.040158,-0.008499,-0.049962,-0.149455,0.091611,-0.034366,-0.069433,0.047931,0.000497,-0.000354,-0.002128,-0.001908,0.000043,0.000351,0.016982,-0.000065,-0.000099,-0.000255,-0.000477,-0.000027,0.003946,0.025793,0.019485,0.288739,0.037706,0.033322,0.247610,0.010691,0.055568,4.121206,0.633878,0.668407,0.364766,0.463992,0.338496,0.365948,0.244838,0.228011,0.189116,0.174307,0.183295,0.159737,0.010009,0.003613,0.047485,0.004571,0.010651,0.014465,0.086218,0.002041,0.005893,0.007926,0.042524,0.003176,0.016853,0.021154,0.015185,0.373333,0.040294,0.037786,0.263168,0.014340,0.051660,2.176134,0.776164,0.505819,0.416414,0.487067,0.373479,0.374775,0.281401,0.252960,0.259282,0.207955,0.239054,0.196994,0.011401,0.004668,0.059415,0.005797,0.011887,0.017158,0.090429,0.002228,0.007570,0.010178,0.045340,0.004742,0.018270,non_scream
